52437,Cat Toy,Toy,25.15,59,0.30,Puce,Small,Yodoo,Glass,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",2.80,423,2016-06-09,2025-10-19
52438,Dog Food,Food,96.06,29,40.00,Blue,Medium,Livefish,Vinyl,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3.70,551,2010-04-03,2030-07-27
52439,Dog Food,Food,8.35,1,47.70,Purple,Large,Yata,Brass,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1.40,493,2013-03-30,2027-11-11
52440,Cat Toy,Toy,12.93,29,3.40,Violet,Medium,Mycat,Plastic,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",3.50,73,2022-07-16,2028-06-12
52441,Cat Toy,Cage,48.63,28,25.90,Pink,Medium,Jazzy,Steel,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1.20,831,2020-05-04,2027-12-15
52442,Bird Cage,Toy,3.03,20,2.10,Fuscia,Large,Flashspan,Brass,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",1.20,38,2019-11-10,2029-04-23
52443,Dog Food,Toy,50.51,55,11.20,Blue,Medium,Skaboo,Plexiglass,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",2.60,51,2021-10-21,2025-01-14
52444,Dog Food,Food,82.49,15,1.40,Purple,Small,Gigazoom,Rubber,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1.10,488,2022-05-25,2023-10-22
52445,Cat Toy,Food,25.35,66,31.10,Red,Large,Tekfly,Rubber,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4.00,110,2012-10-23,2030-11-27
52446,Bird Cage,Cage,57.83,42,34.80,Aquamarine,Medium,Demimbu,Plexiglass,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",3.80,467,2020-08-19,2028-08-28
52447,Bird Cage,Cage,72.29,16,49.10,Yellow,Medium,Yotz,Plastic,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",5.00,276,2021-06-19,2023-08-10
52448,Dog Food,Toy,5.50,91,1.20,Maroon,Large,Jaxspan,Steel,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",3.00,268,2022-05-23,2028-01-05
52449,Dog Food,Toy,84.16,73,4.60,Violet,Large,Oyonder,Glass,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",3.90,813,2017-11-30,2025-10-03
52450,Dog Food,Cage,80.56,36,18.80,Indigo,Large,Twiyo,Steel,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",2.20,132,2019-12-07,2030-08-30
52451,Bird Cage,Toy,50.91,87,39.60,Puce,Medium,Photobean,Steel,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2.40,360,2018-07-31,2023-03-27
52452,Cat Toy,Toy,80.07,82,37.30,Orange,Medium,Buzzbean,Vinyl,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,2.40,232,2011-06-23,2029-10-07
52453,Cat Toy,Toy,50.44,82,45.00,Khaki,Medium,Youopia,Stone,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2.30,746,2010-05-14,2024-08-08
52538,Bird Cage,Cage,54.17,75,33.50,Violet,Medium,Edgepulse,Wood,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",4.80,986,2010-03-13,2023-09-29
52454,Cat Toy,Cage,49.42,95,10.60,Purple,Small,Muxo,Glass,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2.20,334,2012-06-13,2025-09-23
52455,Bird Cage,Food,48.50,83,32.00,Mauv,Medium,Jazzy,Plexiglass,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",3.30,329,2011-08-22,2028-03-20
52456,Dog Food,Food,54.35,39,20.20,Orange,Small,Realbuzz,Stone,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",3.70,352,2019-08-21,2023-09-14
52457,Cat Toy,Food,37.93,58,17.80,Puce,Medium,DabZ,Rubber,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.40,488,2016-10-19,2023-10-12
52458,Dog Food,Cage,70.72,14,3.90,Indigo,Large,Skyba,Plexiglass,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",4.30,77,2018-05-26,2028-10-16
52459,Cat Toy,Food,29.63,6,38.50,Indigo,Small,Fliptune,Vinyl,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2.50,599,2012-08-18,2025-08-26
52460,Cat Toy,Cage,77.06,86,46.70,Puce,Medium,Mudo,Stone,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1.60,981,2013-03-13,2029-04-21
52461,Cat Toy,Toy,78.85,44,32.10,Fuscia,Small,Tambee,Aluminum,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",4.80,306,2010-08-02,2023-11-27
52462,Cat Toy,Cage,4.78,59,45.90,Pink,Medium,Meetz,Stone,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,4.20,462,2020-01-04,2023-03-19
52463,Dog Food,Food,45.76,15,8.10,Yellow,Large,Edgeclub,Rubber,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3.80,45,2018-07-03,2025-02-10
52464,Dog Food,Toy,53.19,13,22.10,Blue,Medium,Buzzdog,Wood,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",4.90,352,2011-04-23,2025-10-19
52465,Bird Cage,Food,99.27,41,47.50,Green,Small,Skivee,Wood,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",4.60,59,2014-10-08,2024-05-31
52466,Dog Food,Food,67.67,28,32.20,Mauv,Medium,Youspan,Wood,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",4.60,725,2011-09-07,2026-05-10
52467,Cat Toy,Toy,39.72,61,46.20,Puce,Medium,Thoughtsphere,Brass,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2.10,77,2020-06-17,2024-09-10
52468,Bird Cage,Toy,81.84,25,3.70,Puce,Medium,Zoovu,Granite,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,2.70,394,2021-12-04,2027-06-22
52469,Bird Cage,Toy,35.01,35,47.80,Goldenrod,Small,Photobug,Brass,Sed ante. Vivamus tortor. Duis mattis egestas metus.,2.10,13,2021-03-07,2028-01-08
52470,Dog Food,Cage,73.56,1,21.10,Indigo,Large,Twitterwire,Glass,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",3.70,70,2015-12-18,2024-09-28
52471,Dog Food,Food,59.63,1,30.30,Goldenrod,Small,Aimbu,Plexiglass,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",2.60,782,2014-07-15,2030-04-14
52472,Bird Cage,Food,12.33,54,32.90,Orange,Small,Thoughtstorm,Plastic,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1.20,393,2017-12-10,2026-05-08
52473,Dog Food,Toy,85.19,86,4.50,Turquoise,Small,Jaloo,Vinyl,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.10,972,2016-08-04,2029-03-27
53241,Dog Food,Food,54.71,32,7.90,Purple,Small,Kwinu,Granite,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.80,998,2021-08-08,2026-06-17
52474,Cat Toy,Cage,94.15,14,1.70,Orange,Large,Meejo,Brass,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",3.80,844,2019-01-22,2030-05-12
52475,Dog Food,Food,57.23,82,36.70,Fuscia,Medium,Aimbu,Brass,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",2.50,120,2013-01-22,2027-04-11
52476,Bird Cage,Cage,34.75,7,19.10,Goldenrod,Small,Chatterpoint,Steel,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4.70,476,2011-11-05,2027-08-03
52477,Cat Toy,Food,95.21,55,32.40,Aquamarine,Large,Twiyo,Granite,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2.10,536,2020-09-10,2026-01-23
52478,Cat Toy,Food,2.55,99,40.50,Goldenrod,Medium,Aimbu,Steel,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.40,129,2011-07-15,2024-10-25
52479,Cat Toy,Toy,3.95,24,4.00,Blue,Medium,Voonte,Vinyl,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1.40,577,2013-10-06,2025-06-26
52480,Bird Cage,Food,87.54,45,43.30,Green,Small,Wordpedia,Granite,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2.00,74,2019-03-11,2023-03-17
52481,Dog Food,Food,82.72,32,16.00,Khaki,Large,Dabfeed,Plastic,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1.60,397,2022-02-01,2030-12-01
52482,Bird Cage,Toy,77.88,47,13.30,Fuscia,Large,Gigashots,Granite,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2.30,985,2017-05-28,2030-07-17
52483,Cat Toy,Food,91.53,58,4.90,Green,Medium,Mudo,Rubber,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2.00,613,2013-12-18,2026-07-03
52484,Bird Cage,Food,57.97,56,7.90,Khaki,Small,Fatz,Steel,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",4.50,899,2021-12-03,2030-09-28
52485,Dog Food,Cage,6.08,58,22.30,Khaki,Large,Kayveo,Rubber,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1.20,157,2018-08-16,2026-09-04
52486,Dog Food,Food,36.76,99,42.10,Fuscia,Medium,Twitternation,Plexiglass,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.00,853,2022-12-13,2027-02-27
52487,Dog Food,Food,96.10,29,26.00,Turquoise,Small,Agimba,Wood,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",3.90,883,2022-07-11,2027-08-06
52488,Cat Toy,Cage,62.03,9,6.30,Purple,Small,Bubblebox,Granite,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1.10,286,2012-08-17,2023-05-13
52489,Dog Food,Cage,46.36,10,24.50,Green,Medium,Agimba,Brass,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",3.90,850,2020-04-15,2029-03-26
52490,Cat Toy,Toy,36.98,9,41.70,Blue,Medium,Blogtags,Glass,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2.40,873,2020-11-26,2028-01-30
52491,Cat Toy,Food,18.11,57,18.80,Turquoise,Large,Rhybox,Rubber,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",3.30,14,2019-10-10,2025-07-16
52492,Dog Food,Food,90.53,79,36.70,Red,Medium,Topdrive,Steel,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3.10,968,2021-11-02,2024-03-14
52493,Bird Cage,Food,74.95,41,29.90,Khaki,Medium,Reallinks,Rubber,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",4.40,448,2010-03-10,2028-07-12
52494,Dog Food,Food,50.03,85,17.30,Indigo,Large,Realbridge,Steel,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3.50,427,2014-09-22,2030-02-28
52495,Cat Toy,Food,66.72,94,7.40,Fuscia,Medium,Zoonoodle,Brass,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",4.70,800,2022-07-10,2029-10-20
52496,Dog Food,Toy,2.55,19,27.70,Indigo,Medium,Lazz,Plexiglass,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1.40,558,2022-08-15,2026-04-24
52497,Dog Food,Cage,25.31,9,49.20,Green,Large,Plambee,Plastic,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",4.20,909,2017-10-10,2028-12-09
52498,Dog Food,Food,58.35,47,38.90,Indigo,Small,Skyba,Brass,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2.20,172,2010-04-10,2030-07-04
52499,Bird Cage,Cage,90.81,2,31.60,Khaki,Small,Gigabox,Wood,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1.20,638,2010-03-29,2028-05-11
52500,Dog Food,Food,2.82,68,10.60,Red,Medium,Feedfire,Steel,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.50,561,2013-11-09,2023-05-07
52501,Dog Food,Cage,18.93,61,2.00,Yellow,Small,Eire,Wood,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",2.70,277,2012-04-30,2028-08-19
52502,Cat Toy,Toy,4.94,14,42.20,Indigo,Small,Agimba,Plastic,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,2.40,206,2010-12-26,2026-03-10
52503,Bird Cage,Toy,56.49,1,46.80,Puce,Large,Meejo,Stone,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.30,303,2010-09-14,2029-04-26
52504,Bird Cage,Food,12.12,57,41.70,Blue,Small,Skimia,Brass,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3.80,971,2019-06-12,2029-09-13
52505,Bird Cage,Toy,70.60,54,25.00,Puce,Large,Tavu,Wood,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1.90,501,2022-03-30,2024-12-03
52506,Dog Food,Food,39.07,95,27.50,Aquamarine,Small,Pixoboo,Brass,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3.40,286,2017-08-22,2027-02-21
52507,Bird Cage,Toy,79.05,48,15.60,Aquamarine,Large,Feedbug,Wood,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3.40,592,2019-06-15,2024-10-17
